Date,Open,High,Low,Adj_Close,Volume
11-Jan-21,"58,423.34","58,927.79","58,295.01","58,717.77",109.73M
08-Jan-21,"58,006.23","58,814.33","58,004.84","58,423.34",129.46M
07-Jan-21,"56,877.60","58,006.24","56,697.25","58,006.23",109.10M
06-Jan-21,"55,976.32","56,988.85","55,976.32","56,877.60",78.01M
05-Jan-21,"55,438.07","56,138.55","55,368.84","55,976.32",123.69M
04-Jan-21,"54,379.58","55,438.07","54,379.58","55,438.07",77.14M
31-Dec-20,"54,615.33","54,615.33","53,932.88","54,379.58",34.17M
30-Dec-20,"54,196.13","54,973.53","54,196.13","54,615.33",43.84M
29-Dec-20,"53,956.26","54,622.53","53,740.36","54,196.13",59.71M
28-Dec-20,"54,125.23","54,202.40","53,445.40","53,956.26",39.24M
24-Dec-20,"53,958.73","54,125.23","53,719.50","54,125.23",18.13M
23-Dec-20,"53,648.03","54,030.01","53,453.86","53,958.73",46.73M
22-Dec-20,"53,784.25","53,786.79","53,374.07","53,648.03",83.48M
21-Dec-20,"54,692.40","54,744.43","53,193.24","53,784.25",140.08M
18-Dec-20,"55,484.28","55,484.28","54,692.40","54,692.40",274.52M
17-Dec-20,"54,466.51","55,563.14","54,418.14","55,484.28",384.44M
15-Dec-20,"54,520.69","54,585.65","54,091.61","54,466.51",136.51M
14-Dec-20,"54,458.61","54,699.45","54,183.29","54,520.69",126.89M
11-Dec-20,"54,334.20","54,461.54","53,965.31","54,458.61",173.02M
10-Dec-20,"54,349.61","54,366.57","53,910.83","54,334.20",131.14M
09-Dec-20,"54,262.51","54,757.93","54,113.71","54,349.61",111.90M
08-Dec-20,"54,646.92","54,706.01","54,076.05","54,262.51",110.79M
07-Dec-20,"54,500.04","54,646.92","54,090.11","54,646.92",137.76M
04-Dec-20,"54,171.85","54,685.84","54,166.41","54,500.04",168.76M
03-Dec-20,"53,482.74","54,366.35","53,482.74","54,171.85",292.48M
02-Dec-20,"52,764.09","53,482.74","52,754.75","53,482.74",193.10M
01-Dec-20,"52,375.50","52,946.38","52,317.30","52,764.09",128.29M
30-Nov-20,"53,021.58","53,021.58","52,084.48","52,375.50",294.05M
27-Nov-20,"53,084.13","53,302.05","52,874.80","53,021.58",110.51M
26-Nov-20,"52,940.79","53,282.53","52,864.87","53,084.13",104.73M
25-Nov-20,"53,049.43","53,111.42","52,773.88","52,940.79",143.42M
24-Nov-20,"52,478.55","53,186.25","52,470.10","53,049.43",150.55M
23-Nov-20,"51,915.40","52,717.68","51,915.40","52,478.55",134.51M
20-Nov-20,"51,977.91","52,231.92","51,749.05","51,915.40",131.05M
19-Nov-20,"52,518.35","52,526.28","51,825.09","51,977.91",139.32M
18-Nov-20,"52,288.79","52,739.24","51,936.84","52,518.35",142.65M
17-Nov-20,"52,551.86","52,710.52","52,217.69","52,288.79",174.56M
16-Nov-20,"52,517.57","52,921.70","52,476.72","52,551.86",183.28M
13-Nov-20,"52,335.71","52,558.16","52,081.97","52,517.57",155.25M
12-Nov-20,"52,784.39","53,158.71","52,231.21","52,335.71",233.21M
11-Nov-20,"52,922.51","53,056.47","52,503.14","52,784.39",270.66M
10-Nov-20,"52,684.37","53,034.75","51,989.41","52,922.51",206.89M
09-Nov-20,"51,876.24","53,452.15","51,837.10","52,684.37",229.06M
06-Nov-20,"50,762.83","52,085.89","50,436.32","51,876.24",145.10M
05-Nov-20,"49,300.89","50,782.49","49,300.89","50,762.83",139.35M
04-Nov-20,"48,853.14","49,654.71","48,529.86","49,300.89",159.48M
03-Nov-20,"48,392.97","49,278.27","48,392.97","48,853.14",121.24M
02-Nov-20,"47,472.92","48,481.44","47,460.50","48,392.97",132.48M
30-Oct-20,"47,576.46","47,822.83","46,976.12","47,472.92",168.69M
29-Oct-20,"47,930.58","48,484.62","47,108.35","47,576.46",141.81M
28-Oct-20,"49,560.81","49,875.70","47,888.66","47,930.58",139.73M
27-Oct-20,"50,286.90","50,521.54","49,466.77","49,560.81",104.24M
26-Oct-20,"50,692.28","50,702.11","50,218.79","50,286.90",91.75M
23-Oct-20,"50,276.84","50,946.62","50,261.67","50,692.28",183.85M
22-Oct-20,"50,905.12","50,905.90","50,220.66","50,276.84",196.59M
21-Oct-20,"50,851.62","51,052.14","50,503.67","50,905.12",134.18M
20-Oct-20,"50,741.94","50,910.58","50,418.43","50,851.62",109.01M
19-Oct-20,"50,697.69","51,008.79","50,604.87","50,741.94",99.11M
16-Oct-20,"50,503.89","50,874.63","50,503.89","50,697.69",93.78M
15-Oct-20,"51,041.59","51,041.59","50,041.85","50,503.89",126.09M
14-Oct-20,"50,722.36","51,176.26","50,689.58","51,041.59",106.25M
13-Oct-20,"51,158.56","51,257.17","50,650.22","50,722.36",96.25M
12-Oct-20,"50,781.18","51,357.47","50,780.78","51,158.56",88.40M
09-Oct-20,"50,131.37","50,799.03","50,128.78","50,781.18",91.31M
08-Oct-20,"50,412.19","50,597.09","50,036.65","50,131.37",117.67M
07-Oct-20,"49,869.36","50,412.19","49,693.53","50,412.19",108.42M
06-Oct-20,"50,183.12","50,568.64","49,847.58","49,869.36",122.04M
05-Oct-20,"49,896.68","50,374.65","49,870.73","50,183.12",124.25M
02-Oct-20,"50,159.14","50,200.88","49,520.04","49,896.68",165.55M
01-Oct-20,"50,042.44","50,521.24","49,970.97","50,159.14",116.65M
30-Sep-20,"50,319.94","50,498.34","49,939.99","50,042.44",167.27M
29-Sep-20,"50,578.66","50,634.45","50,196.00","50,319.94",147.83M
28-Sep-20,"49,547.74","50,755.32","49,514.17","50,578.66",113.48M
25-Sep-20,"50,127.05","50,129.38","48,912.36","49,547.74",128.85M
23-Sep-20,"49,126.16","50,517.43","49,060.56","50,127.05",127.79M
22-Sep-20,"49,153.11","49,473.97","48,917.39","49,126.16",139.78M
21-Sep-20,"50,399.16","50,417.21","48,884.99","49,153.11",140.72M
18-Sep-20,"50,700.14","50,936.98","50,303.25","50,399.16",333.88M
17-Sep-20,"51,629.73","51,629.73","50,397.20","50,700.14",298.76M
16-Sep-20,"51,795.70","51,973.95","51,492.31","51,629.73",134.80M
15-Sep-20,"51,976.82","52,406.56","51,677.21","51,795.70",170.73M
14-Sep-20,"51,715.12","52,331.04","51,638.04","51,976.82",129.70M
11-Sep-20,"51,532.12","51,894.15","51,382.93","51,715.12",149.06M
10-Sep-20,"50,838.92","51,921.17","50,630.51","51,532.12",197.67M
09-Sep-20,"50,182.96","50,877.92","50,182.96","50,838.92",190.89M
08-Sep-20,"50,185.43","50,470.19","49,849.72","50,182.96",159.89M
07-Sep-20,"49,720.42","50,306.40","49,654.43","50,185.43",88.04M
04-Sep-20,"50,319.16","50,422.85","49,504.48","49,720.42",135.99M
03-Sep-20,"51,678.30","51,693.82","50,291.94","50,319.16",160.55M
02-Sep-20,"51,704.10","52,243.47","51,491.65","51,678.30",153.09M
01-Sep-20,"51,225.46","52,243.15","51,145.96","51,704.10",199.86M
31-Aug-20,"51,750.45","52,225.90","51,038.80","51,225.46",246.78M
28-Aug-20,"52,583.70","52,656.60","51,517.68","51,750.45",112.92M
27-Aug-20,"52,256.85","53,075.70","52,244.28","52,583.70",122.17M
26-Aug-20,"51,767.88","52,287.22","51,501.86","52,256.85",107.81M
25-Aug-20,"52,256.84","52,481.95","51,694.44","51,767.88",117.28M
24-Aug-20,"51,669.18","52,715.19","51,617.79","52,256.84",120.35M
21-Aug-20,"51,380.02","52,111.36","51,138.80","51,669.18",124.31M
20-Aug-20,"52,137.86","52,137.86","51,020.66","51,380.02",145.04M
19-Aug-20,"52,738.12","52,738.12","52,069.34","52,137.86",139.43M
18-Aug-20,"53,140.21","53,321.89","52,547.98","52,738.12",142.46M
17-Aug-20,"52,737.48","53,380.34","52,681.12","53,140.21",125.63M
14-Aug-20,"53,082.08","53,087.26","52,586.88","52,737.48",110.02M
13-Aug-20,"53,126.54","53,161.71","52,504.00","53,082.08",113.54M
12-Aug-20,"52,831.61","53,304.89","52,507.32","53,126.54",150.02M
11-Aug-20,"52,435.65","53,340.44","52,138.13","52,831.61",148.90M
07-Aug-20,"53,350.88","53,350.88","52,218.27","52,435.65",115.70M
06-Aug-20,"53,279.30","53,788.55","53,151.95","53,350.88",156.16M
05-Aug-20,"51,951.34","53,469.53","51,951.34","53,279.30",142.32M
04-Aug-20,"51,571.71","52,086.25","51,571.71","51,951.34",127.24M
03-Aug-20,"51,368.82","52,040.71","51,124.50","51,571.71",139.53M
31-Jul-20,"51,451.44","52,267.12","51,297.34","51,368.82",199.45M
30-Jul-20,"52,245.75","52,604.11","51,310.84","51,451.44",145.13M
29-Jul-20,"52,043.05","52,331.62","51,822.71","52,245.75",151.73M
28-Jul-20,"51,914.08","52,140.05","51,565.73","52,043.05",137.85M
27-Jul-20,"51,259.48","52,035.77","51,194.89","51,914.08",127.07M
24-Jul-20,"51,683.61","51,683.61","50,870.54","51,259.48",144.92M
23-Jul-20,"51,412.02","52,067.49","51,412.02","51,683.61",147.45M
22-Jul-20,"52,016.52","52,059.41","51,141.98","51,412.02",133.66M
21-Jul-20,"51,852.22","52,979.98","51,852.22","52,016.52",155.18M
20-Jul-20,"51,515.88","52,040.51","51,297.46","51,852.22",132.48M
17-Jul-20,"51,363.49","51,607.43","51,253.04","51,515.88",99.41M
16-Jul-20,"51,606.70","51,615.59","50,602.07","51,363.49",138.11M
15-Jul-20,"51,235.09","52,098.85","51,207.95","51,606.70",159.09M
14-Jul-20,"51,874.81","51,874.81","50,765.03","51,235.09",140.28M
13-Jul-20,"51,154.08","51,964.77","51,138.40","51,874.81",143.48M
10-Jul-20,"51,536.91","51,695.46","50,769.03","51,154.08",184.36M
09-Jul-20,"51,558.75","52,201.40","51,536.91","51,536.91",197.12M
08-Jul-20,"50,922.32","51,605.34","50,813.45","51,558.75",185.94M
07-Jul-20,"50,503.91","50,976.94","50,271.52","50,922.32",177.69M
06-Jul-20,"50,179.89","50,881.46","50,162.58","50,503.91",103.92M
03-Jul-20,"50,309.77","50,627.90","50,072.12","50,179.89",76.33M
02-Jul-20,"49,570.88","50,678.26","49,564.53","50,309.77",152.65M
01-Jul-20,"50,174.95","50,374.73","49,372.58","49,570.88",212.33M
30-Jun-20,"49,920.09","50,371.03","49,842.37","50,174.95",232.33M
29-Jun-20,"49,477.85","50,046.88","49,197.33","49,920.09",171.38M
26-Jun-20,"49,732.92","50,180.48","49,464.47","49,477.85",149.34M
25-Jun-20,"50,193.80","50,193.80","49,442.07","49,732.92",247.95M
24-Jun-20,"51,193.19","51,321.08","50,008.25","50,193.80",383.52M
23-Jun-20,"49,877.86","51,343.26","49,876.96","51,193.19",183.01M
22-Jun-20,"49,812.34","50,302.16","49,611.11","49,877.86",151.72M
19-Jun-20,"49,589.11","50,249.35","49,589.11","49,812.34",605.55M
18-Jun-20,"49,661.14","49,942.38","49,154.79","49,589.11",438.33M
17-Jun-20,"47,919.52","49,663.09","47,919.52","49,661.14",258.77M
15-Jun-20,"49,247.69","49,247.69","47,604.81","47,919.52",216.69M
12-Jun-20,"48,892.12","49,376.74","47,848.93","49,247.69",184.19M
11-Jun-20,"49,204.82","49,204.82","47,998.78","48,892.12",271.85M
10-Jun-20,"49,915.74","49,915.74","49,025.56","49,204.82",235.18M
09-Jun-20,"50,117.63","50,117.63","49,520.57","49,915.74",251.71M
08-Jun-20,"50,199.80","50,199.80","49,749.58","50,117.63",271.82M
05-Jun-20,"48,837.53","50,404.19","48,830.09","50,199.80",286.52M
04-Jun-20,"49,300.10","49,346.54","48,738.88","48,837.53",275.22M
03-Jun-20,"48,318.29","49,300.10","48,318.29","49,300.10",304.38M
02-Jun-20,"46,950.12","48,540.61","46,945.53","48,318.29",291.06M
01-Jun-20,"46,544.79","47,859.62","46,541.05","46,950.12",150.26M
29-May-20,"47,440.06","47,440.06","46,487.89","46,544.79",820.50M
28-May-20,"46,600.64","47,440.06","46,514.24","47,440.06",213.69M
27-May-20,"46,795.97","46,795.97","46,405.89","46,600.64",0
26-May-20,"46,351.26","47,041.47","46,351.26","46,795.97",171.51M
25-May-20,"46,432.04","46,432.04","46,098.53","46,351.26",108.11M
22-May-20,"47,232.26","47,232.26","45,765.92","46,432.04",214.61M
21-May-20,"48,379.91","48,379.91","47,232.26","47,232.26",214.10M
20-May-20,"48,160.65","48,474.93","47,996.36","48,379.91",191.43M
19-May-20,"47,673.54","48,279.16","47,615.83","48,160.65",240.66M
18-May-20,"45,948.36","47,673.54","45,944.27","47,673.54",195.85M
15-May-20,"45,445.10","46,358.65","45,256.46","45,948.36",172.95M
14-May-20,"46,416.44","46,416.44","45,135.15","45,445.10",204.69M
13-May-20,"46,518.03","46,518.03","45,572.09","46,416.44",197.97M
12-May-20,"46,359.51","46,991.60","46,325.68","46,518.03",197.12M
11-May-20,"47,061.57","47,061.57","46,290.50","46,359.51",165.98M
08-May-20,"46,096.03","47,194.81","46,096.03","47,061.57",211.22M
07-May-20,"45,952.52","46,355.84","45,691.86","46,096.03",180.11M
06-May-20,"45,210.39","46,022.64","45,010.11","45,952.52",188.52M
05-May-20,"45,254.03","45,254.03","44,990.91","45,210.39",208.64M
04-May-20,"46,348.26","46,348.26","44,457.19","45,254.03",220.68M
30-Apr-20,"46,831.62","46,831.62","46,061.28","46,348.26",237.70M
29-Apr-20,"46,100.71","46,831.62","45,982.76","46,831.62",232.51M
28-Apr-20,"45,595.47","46,409.80","45,547.79","46,100.71",263.49M
24-Apr-20,"45,661.96","45,661.96","44,982.11","45,595.47",248.79M
23-Apr-20,"44,248.82","45,783.63","44,248.82","45,661.96",201.09M
22-Apr-20,"43,737.55","44,323.68","43,702.04","44,248.82",200.34M
21-Apr-20,"44,796.92","44,796.92","43,360.21","43,737.55",191.33M
20-Apr-20,"45,044.37","45,044.37","44,194.71","44,796.92",166.59M
17-Apr-20,"44,180.00","45,675.61","44,180.00","45,044.37",191.67M
16-Apr-20,"44,202.90","44,202.90","44,141.32","44,180.00",258.22M
15-Apr-20,"45,580.91","45,580.91","43,871.28","44,202.90",261.34M
14-Apr-20,"43,837.45","45,683.44","43,837.45","45,580.91",252.73M
09-Apr-20,"42,772.20","43,881.66","42,501.34","43,837.45",262.16M
08-Apr-20,"43,590.00","43,590.00","42,492.24","42,772.20",229.01M
07-Apr-20,"42,534.54","43,590.00","42,502.77","43,590.00",294.52M
06-Apr-20,"40,873.41","42,783.90","40,873.41","42,534.54",191.15M
03-Apr-20,"41,245.26","41,245.26","40,362.37","40,873.41",246.32M
02-Apr-20,"40,027.41","41,245.26","40,005.41","41,245.26",224.50M
01-Apr-20,"40,738.57","40,738.57","39,255.82","40,027.41",219.40M
31-Mar-20,"39,756.74","40,738.57","39,742.80","40,738.57",305.43M
30-Mar-20,"39,172.39","45,615.99","39,172.39","39,756.74",407.63M
27-Mar-20,"41,110.45","41,110.45","38,839.12","39,172.39",287.71M
26-Mar-20,"39,493.22","41,110.45","39,174.61","41,110.45",367.75M
25-Mar-20,"37,550.72","39,493.22","37,550.72","37,550.72",343.62M
24-Mar-20,"34,695.90","37,550.72","34,695.90","37,550.72",430.18M
23-Mar-20,"36,302.30","36,302.30","34,198.88","34,695.90",387.18M
20-Mar-20,"34,239.30","36,302.30","34,239.30","36,302.30",644.66M
19-Mar-20,"34,715.64","34,715.64","33,407.74","34,239.30",704.56M
18-Mar-20,"37,375.33","37,375.33","34,198.88","34,715.64",387.18M
17-Mar-20,"36,301.81","37,375.33","36,150.86","37,375.33",350.98M
16-Mar-20,"39,476.09","39,476.09","34,616.10","36,301.81",341.38M
13-Mar-20,"39,536.18","39,536.18","39,327.82","39,476.09",326.14M
12-Mar-20,"43,891.49","43,891.49","39,300.54","39,536.18",407.63M
11-Mar-20,"44,252.34","44,252.34","43,718.82","43,891.49",203.66M
10-Mar-20,"43,687.17","45,286.35","43,687.17","44,252.34",248.34M
09-Mar-20,"46,759.72","46,759.72","43,423.29","43,687.17",283.87M
06-Mar-20,"47,618.75","47,618.75","46,275.27","46,759.72",238.10M
05-Mar-20,"47,560.68","47,560.68","47,346.64","47,618.75",192.55M
04-Mar-20,"47,671.24","47,671.24","47,360.53","47,560.68",188.80M
03-Mar-20,"46,648.20","48,117.78","46,648.20","47,671.24",201.26M
02-Mar-20,"45,851.76","47,704.01","45,851.76","46,648.20",407.63M
28-Feb-20,"48,032.83","48,032.83","45,615.99","45,851.76",55.95M
27-Feb-20,"49,500.52","49,500.52","47,990.77","48,032.83",176.86M
26-Feb-20,"49,303.27","49,695.03","48,204.22","49,500.52",247.81M
25-Feb-20,"49,282.53","49,972.10","49,136.12","49,303.27",180.65M
24-Feb-20,"51,582.43","51,587.64","49,102.02","49,282.53",225.33M
21-Feb-20,"52,033.26","52,033.26","51,147.94","51,582.43",153.00M
20-Feb-20,"52,126.58","52,490.56","51,987.49","52,033.26",149.20M
19-Feb-20,"51,922.16","52,245.31","51,892.85","52,126.58",0
18-Feb-20,"52,357.57","52,357.57","51,694.45","51,922.16",145.75M
17-Feb-20,"52,049.98","52,455.01","51,948.79","52,357.57",104.92M
14-Feb-20,"52,055.56","52,219.34","51,786.38","52,049.98",128.03M
13-Feb-20,"52,000.03","52,442.16","51,800.30","52,055.56",137.83M
12-Feb-20,"51,201.08","52,215.12","51,113.88","52,000.03",156.42M
11-Feb-20,"51,007.05","51,527.09","50,950.19","51,201.08",108.36M
10-Feb-20,"51,396.07","51,396.07","50,936.50","51,007.05",105.78M
07-Feb-20,"51,612.07","51,762.17","51,156.47","51,396.07",136.44M
06-Feb-20,"51,484.33","51,914.74","51,484.33","51,612.07",122.16M
05-Feb-20,"50,892.53","51,605.43","50,859.17","51,484.33",117.27M
04-Feb-20,"49,903.25","50,990.66","49,903.25","50,892.53",138.89M
03-Feb-20,"50,072.61","50,226.04","49,839.18","49,903.25",95.70M
31-Jan-20,"50,552.71","50,552.71","49,917.91","50,072.61",156.03M
30-Jan-20,"50,343.61","50,574.07","49,629.63","50,552.71",102.78M
29-Jan-20,"49,800.27","50,650.70","49,783.33","50,343.61",99.52M
28-Jan-20,"49,949.24","50,147.95","49,587.50","49,800.27",118.57M
27-Jan-20,"51,212.26","51,212.26","49,799.85","49,949.24",122.59M
24-Jan-20,"50,847.58","51,313.69","50,847.58","51,212.26",85.06M
23-Jan-20,"51,808.62","51,811.35","50,779.49","50,847.58",100.98M
22-Jan-20,"51,835.36","52,258.62","51,773.17","51,808.62",127.96M
21-Jan-20,"52,638.53","52,638.53","51,470.00","51,835.36",136.34M
20-Jan-20,"52,735.75","52,834.69","52,592.29","52,638.53",94.06M
17-Jan-20,"51,965.24","52,842.39","51,955.98","52,735.75",146.06M
16-Jan-20,"51,835.06","52,093.00","51,672.04","51,965.24",130.90M
15-Jan-20,"51,725.89","52,021.50","51,460.48","51,835.06",112.27M
14-Jan-20,"51,343.39","51,725.89","51,324.88","51,725.89",136.47M
13-Jan-20,"51,245.43","51,582.32","51,147.11","51,343.39",106.77M
10-Jan-20,"50,916.06","51,292.44","50,892.54","51,245.43",84.49M
09-Jan-20,"51,090.54","51,522.60","50,807.76","50,916.06",95.09M
08-Jan-20,"51,154.44","51,270.27","50,835.47","51,090.54",91.56M
07-Jan-20,"50,999.61","51,340.35","50,749.86","51,154.44",84.95M
06-Jan-20,"51,536.50","51,625.25","50,795.20","50,999.61",80.09M
03-Jan-20,"51,438.04","51,633.77","51,149.17","51,536.50",99.15M
02-Jan-20,"50,816.05","51,682.95","50,807.33","51,438.04",55.95M
31-Dec-19,"51,398.39","51,401.09","50,816.05","50,816.05",27.69M
30-Dec-19,"51,147.45","51,428.98","51,008.96","51,398.39",48.23M
27-Dec-19,"51,023.93","51,626.29","51,017.88","51,147.45",82.54M
24-Dec-19,"50,876.11","51,040.67","50,732.23","51,023.93",30.65M
23-Dec-19,"51,151.12","51,151.12","50,580.11","50,876.11",77.27M
20-Dec-19,"51,268.61","51,483.13","50,994.13","51,151.12",223.73M
19-Dec-19,"51,462.50","51,749.55","51,145.44","51,268.61",373.14M
18-Dec-19,"50,994.19","51,715.48","50,965.30","51,462.50",155.97M
17-Dec-19,"50,499.02","51,456.96","50,499.02","50,994.19",187.40M
13-Dec-19,"49,603.06","50,869.30","49,603.06","50,499.02",164.32M
12-Dec-19,"49,537.29","49,943.03","49,517.84","49,603.06",130.40M
11-Dec-19,"49,225.73","49,546.29","49,140.00","49,537.29",129.70M
10-Dec-19,"49,019.88","49,225.73","48,378.63","49,225.73",126.99M
09-Dec-19,"49,065.21","49,272.26","48,789.50","49,019.88",80.32M
06-Dec-19,"48,589.71","49,200.34","48,585.41","49,065.21",123.47M
05-Dec-19,"48,809.33","48,951.33","48,506.82","48,589.71",147.68M
04-Dec-19,"48,299.66","48,946.78","48,233.74","48,809.33",131.43M
03-Dec-19,"48,609.00","48,618.39","48,230.43","48,299.66",184.45M
02-Dec-19,"49,093.16","49,249.25","48,528.55","48,609.00",167.27M
29-Nov-19,"49,470.55","49,473.27","48,804.03","49,093.16",135.61M
28-Nov-19,"49,910.57","49,959.99","49,470.55","49,470.55",108.82M
27-Nov-19,"49,818.42","50,389.32","49,800.84","49,910.57",136.92M
26-Nov-19,"50,474.91","50,654.64","49,818.42","49,818.42",547.90M
25-Nov-19,"50,484.88","50,784.71","50,323.18","50,474.91",126.51M
22-Nov-19,"50,235.68","50,602.64","49,979.42","50,484.88",102.91M
21-Nov-19,"50,971.63","50,971.63","50,123.64","50,235.68",136.26M
20-Nov-19,"51,060.34","51,063.69","50,560.60","50,971.63",134.28M
19-Nov-19,"50,191.03","51,077.36","50,190.87","51,060.34",130.35M
18-Nov-19,"49,784.83","50,536.59","49,784.83","50,191.03",98.67M
15-Nov-19,"50,012.48","50,249.95","49,775.62","49,784.83",97.21M
14-Nov-19,"50,115.49","50,305.74","49,921.26","50,012.48",108.06M
13-Nov-19,"50,210.49","50,263.83","49,714.14","50,115.49",146.57M
12-Nov-19,"49,976.02","50,431.23","49,929.94","50,210.49",133.24M
11-Nov-19,"50,406.94","50,426.63","49,743.79","49,976.02",136.00M
08-Nov-19,"51,223.34","51,223.34","50,291.34","50,406.94",153.45M
07-Nov-19,"51,410.32","51,777.96","51,125.06","51,223.34",125.12M
06-Nov-19,"50,984.38","51,619.86","50,878.91","51,410.32",144.70M
05-Nov-19,"50,673.73","51,166.62","50,565.01","50,984.38",147.60M
04-Nov-19,"50,428.14","50,795.89","50,397.79","50,673.73",119.79M
01-Nov-19,"50,168.48","50,530.60","50,062.23","50,428.14",101.37M
31-Oct-19,"49,629.32","50,524.03","49,629.32","50,168.48",233.70M
30-Oct-19,"49,477.44","49,706.94","48,515.32","49,629.32",187.46M
29-Oct-19,"49,516.50","49,685.85","49,133.82","49,477.44",116.17M
28-Oct-19,"48,858.47","49,674.43","48,852.45","49,516.50",115.27M
25-Oct-19,"49,124.43","49,355.87","48,704.74","48,858.47",97.86M
24-Oct-19,"49,244.55","49,752.53","49,111.67","49,124.43",137.94M
23-Oct-19,"49,610.14","49,610.14","49,069.29","49,244.55",123.16M
22-Oct-19,"49,834.61","49,974.75","49,541.24","49,610.14",137.83M
21-Oct-19,"49,510.90","50,020.46","49,398.82","49,834.61",100.78M
18-Oct-19,"49,715.30","49,846.29","49,432.24","49,510.90",145.09M
17-Oct-19,"49,855.06","50,323.40","49,659.77","49,715.30",167.48M
16-Oct-19,"49,391.20","49,894.98","49,178.96","49,855.06",147.10M
15-Oct-19,"49,110.74","49,507.63","49,094.58","49,391.20",94.59M
14-Oct-19,"49,404.06","49,560.58","48,855.55","49,110.74",102.96M
11-Oct-19,"49,032.54","49,639.38","49,032.54","49,404.06",139.50M
10-Oct-19,"48,310.69","49,102.09","48,271.40","49,032.54",139.56M
09-Oct-19,"48,465.32","48,491.78","48,135.32","48,310.69",123.04M
08-Oct-19,"48,635.63","48,724.50","48,387.35","48,465.32",138.76M
07-Oct-19,"47,975.44","48,705.69","47,917.01","48,635.63",123.94M
04-Oct-19,"47,743.89","48,111.18","47,679.25","47,975.44",157.94M
03-Oct-19,"48,005.41","48,050.10","47,535.65","47,743.89",146.80M
02-Oct-19,"48,938.16","48,973.10","47,925.54","48,005.41",174.18M
01-Oct-19,"48,813.59","49,094.39","48,662.68","48,938.16",131.28M
30-Sep-19,"49,167.52","49,237.04","48,593.96","48,813.59",140.15M
27-Sep-19,"49,243.65","49,440.11","49,014.01","49,167.52",104.93M
26-Sep-19,"48,865.06","49,588.11","48,830.95","49,243.65",123.78M
25-Sep-19,"49,559.37","49,559.37","48,569.44","48,865.06",181.63M
23-Sep-19,"50,341.64","50,378.54","49,292.95","49,559.37",139.68M
20-Sep-19,"50,077.78","50,501.69","50,062.29","50,341.64",329.43M
19-Sep-19,"50,134.23","50,189.49","49,701.41","50,077.78",384.50M
18-Sep-19,"50,873.91","50,876.67","49,958.41","50,134.23",128.81M
17-Sep-19,"51,801.53","51,801.53","50,873.91","50,873.91",157.24M
16-Sep-19,"51,145.56","51,811.65","51,024.65","51,801.53",218.56M
13-Sep-19,"50,768.84","51,416.60","50,701.31","51,145.56",130.05M
12-Sep-19,"50,359.15","51,100.80","50,358.10","50,768.84",141.30M
11-Sep-19,"49,484.56","50,364.59","49,472.09","50,359.15",139.98M
10-Sep-19,"49,602.20","49,602.20","49,129.74","49,484.56",101.73M
09-Sep-19,"49,673.77","49,906.26","49,382.92","49,602.20",94.14M
06-Sep-19,"49,576.77","50,010.56","49,426.81","49,673.77",109.08M
05-Sep-19,"49,031.01","49,833.90","49,024.92","49,576.77",127.93M
04-Sep-19,"48,872.85","49,263.06","48,780.04","49,031.01",111.58M
03-Sep-19,"48,889.37","48,936.15","48,463.18","48,872.85",114.06M
02-Sep-19,"49,320.23","49,443.07","48,889.37","48,889.37",100.36M
30-Aug-19,"48,561.36","49,399.82","48,394.17","49,320.23",136.04M
29-Aug-19,"48,429.35","49,011.84","48,324.07","48,561.36",117.20M
28-Aug-19,"48,147.85","48,429.35","47,768.77","48,429.35",119.79M
27-Aug-19,"48,042.94","48,213.20","47,793.52","48,147.85",241.32M
26-Aug-19,"48,247.95","48,354.93","47,618.09","48,042.94",87.75M
23-Aug-19,"48,435.04","48,646.89","48,028.45","48,247.95",109.50M
22-Aug-19,"48,837.01","48,929.70","48,260.87","48,435.04",149.27M
21-Aug-19,"48,545.63","48,896.43","48,354.39","48,837.01",156.56M
20-Aug-19,"48,646.95","48,886.28","48,390.35","48,545.63",122.23M
19-Aug-19,"48,158.38","48,889.51","48,158.38","48,646.95",111.99M
16-Aug-19,"48,116.97","48,204.58","47,726.30","48,158.38",124.02M
15-Aug-19,"48,277.82","48,590.02","47,560.53","48,116.97",174.29M
14-Aug-19,"49,448.44","49,507.55","48,162.41","48,277.82",132.97M
13-Aug-19,"49,512.94","49,584.74","49,045.98","49,448.44",123.01M
12-Aug-19,"49,619.58","50,214.00","49,413.94","49,512.94",118.10M
08-Aug-19,"49,253.74","49,923.31","49,253.74","49,619.58",124.94M
07-Aug-19,"49,113.36","49,479.92","49,003.79","49,253.74",149.17M
06-Aug-19,"49,066.14","49,590.51","48,994.03","49,113.36",117.58M
05-Aug-19,"50,332.33","50,338.82","48,932.70","49,066.14",129.84M
02-Aug-19,"51,331.52","51,331.52","49,980.28","50,332.33",148.92M
01-Aug-19,"50,798.70","51,331.52","50,306.02","51,331.52",150.78M
31-Jul-19,"51,206.88","51,242.54","50,798.70","50,798.70",132.13M
30-Jul-19,"51,977.41","52,080.38","51,028.29","51,206.88",100.40M
29-Jul-19,"51,522.69","52,027.86","51,522.05","51,977.41",70.11M
26-Jul-19,"51,563.21","51,682.29","51,307.65","51,522.69",86.12M
25-Jul-19,"51,626.64","52,157.99","51,266.29","51,563.21",113.47M
24-Jul-19,"52,209.63","52,285.50","51,534.22","51,626.64",89.01M
23-Jul-19,"51,890.58","52,399.16","51,880.18","52,209.63",110.60M
