Date, Open, High, Low,Adj_ Close
2002-01-22,7464.37,7549.29,7463.01,7535.78
01/31/22,7466.07,7523.95,7450.89,7464.37
01/28/22,7554.31,7554.31,7420.2,7466.07
01/27/22,7469.78,7596.7,7388.8,7554.31
01/26/22,7371.46,7525.58,7371.46,7469.78
01/25/22,7297.15,7382.6,7297.15,7371.46
01/24/22,7494.13,7494.13,7283.38,7297.15
01/21/22,7585.01,7585.01,7450.49,7494.13
01/20/22,7589.66,7619.01,7549.87,7585.01
01/19/22,7563.55,7614.93,7525.15,7589.66
01/18/22,7611.23,7613.05,7531.96,7563.55
01/17/22,7542.95,7616.06,7542.95,7611.23
01/14/22,7563.85,7568.16,7523.02,7542.95
01/13/22,7551.72,7566.46,7530.12,7563.85
2001-12-22,7491.37,7564.2,7491.37,7551.72
2001-11-22,7445.25,7497.12,7445.25,7491.37
2001-10-22,7485.28,7496.12,7422.94,7445.25
2001-07-22,7450.37,7485.28,7431.86,7485.28
2001-06-22,7516.87,7516.87,7419.95,7450.37
2001-05-22,7505.15,7529.97,7484.28,7516.87
2001-04-22,7384.54,7520.79,7384.54,7505.15
12/31/21,7403.01,7403.01,7357.1,7384.54
12/30/21,7420.69,7433.39,7403.01,7403.01
12/29/21,7372.1,7457.14,7372.1,7420.69
12/28/21,7372.1,7372.1,7372.1,7372.1
12/27/21,7372.1,7372.1,7372.1,7372.1
12/24/21,7373.34,7403.65,7368.83,7372.1
12/23/21,7341.66,7385.42,7331.05,7373.34
12/22/21,7297.41,7341.66,7273.45,7341.66
12/21/21,7198.03,7297.41,7198.03,7297.41
12/20/21,7269.92,7269.92,7101.04,7198.03
12/17/21,7260.61,7286.5,7236.17,7269.92
12/16/21,7170.75,7273.34,7170.75,7260.61
12/15/21,7218.64,7224.85,7166.83,7170.75
12/14/21,7231.44,7284.47,7218.64,7218.64
12/13/21,7291.78,7309.23,7226.63,7231.44
2012-10-21,7321.26,7331.58,7284.82,7291.78
2012-09-21,7337.05,7366.1,7302.96,7321.26
2012-08-21,7339.9,7378.92,7333.56,7337.05
2012-07-21,7232.28,7344.69,7232.28,7339.9
2012-06-21,7122.32,7246.25,7122.32,7232.28
2012-03-21,7129.21,7196.05,7105.29,7122.32
2012-02-21,7168.68,7168.68,7083.21,7129.21
2012-01-21,7059.45,7182.01,7059.35,7168.68
11/30/21,7109.95,7109.95,6989.66,7059.45
11/29/21,7044.03,7161.91,7044.03,7109.95
11/26/21,7310.37,7310.37,7042.12,7044.03
11/25/21,7286.32,7311.94,7286.32,7310.37
11/24/21,7266.69,7307.89,7245.98,7286.32
11/23/21,7255.46,7293.07,7204.37,7266.69
11/22/21,7223.57,7272.63,7207.81,7255.46
11/19/21,7255.96,7289.51,7198.76,7223.57
11/18/21,7291.2,7291.26,7241.99,7255.96
11/17/21,7326.97,7326.97,7289.98,7291.2
11/16/21,7351.86,7368.25,7324.13,7326.97
11/15/21,7347.91,7363.48,7324.11,7351.86
2011-12-21,7384.18,7402.68,7340.49,7347.91
2011-11-21,7340.15,7394.41,7329.68,7384.18
2011-10-21,7274.04,7340.15,7270.11,7340.15
2011-09-21,7300.4,7314.13,7268.79,7274.04
2011-08-21,7303.96,7316.54,7293.5,7300.4
2011-05-21,7279.91,7331.25,7270.03,7303.96
2011-04-21,7248.89,7292.96,7247.59,7279.91
2011-03-21,7274.81,7277.64,7235.32,7248.89
2011-02-21,7288.62,7288.62,7240.02,7274.81
2011-01-21,7237.57,7303.39,7237.57,7288.62
10/29/21,7249.47,7249.47,7192.05,7237.57
10/28/21,7253.27,7257.85,7219.71,7249.47
10/27/21,7277.62,7280.45,7247.25,7253.27
10/26/21,7222.82,7281.17,7222.82,7277.62
10/25/21,7204.55,7247.53,7204.55,7222.82
10/22/21,7190.3,7235.19,7190.3,7204.55
10/21/21,7223.1,7227.06,7181.7,7190.3
10/20/21,7217.53,7229.26,7199.29,7223.1
10/19/21,7203.83,7223.29,7189.5,7217.53
10/18/21,7234.03,7234.03,7180.2,7203.83
10/15/21,7207.71,7243.85,7206.26,7234.03
10/14/21,7141.82,7216.15,7141.82,7207.71
10/13/21,7130.23,7152.87,7087.93,7141.82
2010-12-21,7146.85,7146.85,7063.43,7130.23
2010-11-21,7095.55,7146.85,7085.85,7146.85
2010-08-21,7078.04,7109.34,7070.53,7095.55
2010-07-21,6995.87,7094.93,6995.87,7078.04
2010-06-21,7077.1,7077.1,6945.5,6995.87
2010-05-21,7011.01,7084.52,7011.01,7077.1
2010-04-21,7027.07,7072.48,7002.72,7011.01
2010-01-21,7086.42,7086.42,6989.64,7027.07
09/30/21,7108.16,7159.61,7072.57,7086.42
09/29/21,7028.1,7117.52,7026.85,7108.16
09/28/21,7063.4,7071.36,7015.58,7028.1
09/27/21,7051.48,7122.09,7043.21,7063.4
09/24/21,7078.35,7080.23,7041.34,7051.48
09/23/21,7083.37,7131.43,7070.68,7078.35
09/22/21,6980.98,7090.48,6980.98,7083.37
09/21/21,6903.91,7004.88,6903.91,6980.98
09/20/21,6963.64,6963.64,6828.28,6903.91
09/17/21,7027.48,7092.69,6941.69,6963.64
09/16/21,7016.49,7058.99,7016.32,7027.48
09/15/21,7034.06,7047.27,7016.49,7016.49
09/14/21,7068.43,7068.45,7020.1,7034.06
09/13/21,7029.2,7090.81,7029.2,7068.43
2009-10-21,7024.21,7055.22,7014.42,7029.2
2009-09-21,7095.53,7095.53,6998.62,7024.21
2009-08-21,7149.37,7149.37,7061.13,7095.53
2009-07-21,7187.18,7187.18,7147.94,7149.37
2009-06-21,7138.35,7195.62,7138.35,7187.18
2009-03-21,7163.9,7182.23,7123.87,7138.35
2009-02-21,7149.84,7168.78,7129.71,7163.9
2009-01-21,7119.7,7187.34,7119.7,7149.84
08/31/21,7148.01,7160.49,7092.03,7119.7
08/27/21,7124.98,7157.6,7108.53,7148.01
08/26/21,7150.12,7150.12,7095.43,7124.98
08/25/21,7125.78,7151.75,7121.29,7150.12
08/24/21,7109.02,7129.66,7076.06,7125.78
08/23/21,7087.9,7147.8,7087.9,7109.02
08/20/21,7058.86,7095.61,7032.45,7087.9
08/19/21,7169.32,7169.32,6993.06,7058.86
08/18/21,7181.11,7198.79,7143.55,7169.32
08/17/21,7153.98,7188.55,7118.67,7181.11
08/16/21,7218.71,7218.71,7117.78,7153.98
08/13/21,7193.23,7224.46,7193.13,7218.71
2008-12-21,7220.14,7220.7,7182.92,7193.23
2008-11-21,7161.04,7220.14,7157.74,7220.14
2008-10-21,7132.3,7166.67,7115.87,7161.04
2008-09-21,7122.95,7138.8,7089.74,7132.3
2008-06-21,7120.43,7135.39,7103.71,7122.95
2008-05-21,7123.86,7130.35,7099.03,7120.43
2008-04-21,7105.72,7142.54,7105.72,7123.86
2008-03-21,7081.72,7119.19,7074.32,7105.72
2008-02-21,7032.3,7111.66,7032.3,7081.72
07/30/21,7078.42,7078.42,6996.93,7032.3
07/29/21,7016.63,7093.93,7008.65,7078.42
07/28/21,6996.08,7023.35,6974.8,7016.63
07/27/21,7025.43,7028.37,6929.64,6996.08
07/26/21,7027.58,7038.65,6980.67,7025.43
07/23/21,6968.3,7033.27,6968.3,7027.58
07/22/21,6998.28,7018.95,6956.24,6968.3
07/21/21,6881.13,7007.75,6881.13,6998.28
07/20/21,6844.39,6929.89,6827.26,6881.13
07/19/21,7008.09,7008.09,6813.03,6844.39
07/16/21,7012.02,7056.73,6978.06,7008.09
07/15/21,7091.19,7111.77,7005.02,7012.02
07/14/21,7124.72,7124.72,7073.59,7091.19
07/13/21,7125.42,7152.44,7116.26,7124.72
2007-12-21,7121.88,7134.87,7066.2,7125.42
2007-09-21,7030.66,7121.88,7030.22,7121.88
2007-08-21,7151.02,7151.02,6981.57,7030.66
2007-07-21,7100.88,7153.68,7100.88,7151.02
2007-06-21,7164.91,7170.6,7075.73,7100.88
2007-05-21,7123.27,7168.03,7111.51,7164.91
2007-02-21,7125.16,7162.16,7110.3,7123.27
2007-01-21,7037.47,7134.21,7037.47,7125.16
06/30/21,7087.55,7100.71,7010.57,7037.47
06/29/21,7072.97,7120.77,7071.86,7087.55
06/28/21,7136.07,7136.22,7071.95,7072.97
06/25/21,7109.97,7139.08,7109.79,7136.07
06/24/21,7074.06,7119.41,7070.9,7109.97
06/23/21,7090.01,7129.4,7074.06,7074.06
06/22/21,7062.29,7098.67,7061.13,7090.01
06/21/21,7017.47,7065.05,6948.63,7062.29
06/18/21,7153.43,7154.63,7008.74,7017.47
06/17/21,7184.95,7184.95,7132.96,7153.43
06/16/21,7172.48,7217.54,7169.21,7184.95
06/15/21,7146.68,7189.63,7142.71,7172.48
06/14/21,7134.06,7188.26,7131.79,7146.68
2006-11-21,7088.18,7140.7,7088.18,7134.06
2006-10-21,7081.01,7117.74,7080.02,7088.18
2006-09-21,7095.09,7095.72,7046.02,7081.01
2006-08-21,7077.22,7120.73,7074.94,7095.09
2006-07-21,7069.04,7098.31,7042.19,7077.22
2006-04-21,7064.35,7071.81,7039.74,7069.04
2006-03-21,7108,7108.04,7013.85,7064.35
2006-02-21,7080.46,7122.54,7074.06,7108
2006-01-21,7022.61,7118.03,7022.61,7080.46
05/28/21,7019.67,7054.91,7019.58,7022.61
05/27/21,7026.93,7044.01,7008.53,7019.67
05/26/21,7029.79,7050.88,6998.19,7026.93
05/25/21,7051.59,7067.6,7029.79,7029.79
05/24/21,7018.05,7054.63,7013.51,7051.59
05/21/21,7019.79,7028.17,6973.31,7018.05
05/20/21,6950.2,7019.79,6926.85,7019.79
05/19/21,7034.24,7034.24,6897.06,6950.2
05/18/21,7032.85,7102.57,7030.37,7034.24
05/17/21,7043.61,7066.76,6989.11,7032.85
05/14/21,6963.33,7048.67,6963.33,7043.61
05/13/21,7004.63,7004.63,6823.6,6963.33
2005-12-21,6947.99,7028.1,6945.33,7004.63
2005-11-21,7123.68,7123.68,6912.36,6947.99
2005-10-21,7129.71,7164.18,7104.4,7123.68
2005-07-21,7076.17,7143.46,7076.17,7129.71
2005-06-21,7039.3,7076.17,7026.75,7076.17
2005-05-21,6923.17,7047.75,6923.17,7039.3
2005-04-21,6969.81,7034.26,6912.28,6923.17
04/30/21,6961.48,7009.47,6946.04,6969.81
04/29/21,6963.67,7019.76,6953.87,6961.48
04/28/21,6944.97,6986.7,6944.06,6963.67
04/27/21,6963.12,6975.07,6929.77,6944.97
04/26/21,6938.56,6971.52,6913.39,6963.12
04/23/21,6938.24,6938.56,6891.75,6938.56
04/22/21,6895.29,6941.11,6889.32,6938.24
04/21/21,6859.87,6914.88,6859.61,6895.29
04/20/21,7000.08,7001.27,6857.07,6859.87
04/19/21,7019.53,7040.26,6979.23,7000.08
04/16/21,6983.5,7037.65,6983.5,7019.53
04/15/21,6939.58,6994.9,6939.26,6983.5
04/14/21,6890.49,6942.33,6880.67,6939.58
04/13/21,6889.12,6895.13,6859.72,6890.49
2004-12-21,6915.75,6916.08,6853.75,6889.12
2004-09-21,6942.22,6949.56,6906.37,6915.75
2004-08-21,6885.32,6942.22,6884.79,6942.22
2004-07-21,6823.55,6898.38,6823.55,6885.32
2004-06-21,6737.3,6843.73,6737.3,6823.55
2004-05-21,6713.63,6766.52,6713.63,6737.3
2004-02-21,6713.63,6766.52,6713.63,6737.3
2004-01-21,6713.63,6766.52,6713.63,6737.3
03/31/21,6772.12,6775.67,6713.63,6713.63
03/30/21,6736.17,6792.23,6729.46,6772.12
03/29/21,6740.59,6758.78,6705.42,6736.17
03/26/21,6674.83,6742.14,6674.83,6740.59
03/25/21,6712.89,6729.92,6618.61,6674.83
03/24/21,6699.19,6722.61,6649.37,6712.89
03/23/21,6726.1,6726.1,6664.76,6699.19
03/22/21,6708.71,6732.67,6650.96,6726.1
03/19/21,6779.68,6779.68,6664.56,6708.71
03/18/21,6762.67,6791.76,6740.53,6779.68
03/17/21,6803.61,6805.73,6753.82,6762.67
03/16/21,6749.7,6812.78,6749.64,6803.61
03/15/21,6761.47,6804.91,6723.67,6749.7
2003-12-21,6736.96,6766.44,6709,6761.47
2003-11-21,6725.6,6755.32,6699.34,6736.96
2003-10-21,6730.34,6740.77,6677.02,6725.6
2003-09-21,6719.13,6786.8,6689.9,6730.34
2003-08-21,6630.52,6726.4,6612.74,6719.13
2003-05-21,6650.88,6710.8,6560.79,6630.52
2003-04-21,6675.47,6675.47,6581.19,6650.88
2003-03-21,6613.75,6705.3,6613.75,6675.47
2003-02-21,6588.53,6660.82,6560.91,6613.75
2003-01-21,6483.43,6612.74,6483.43,6588.53
02/26/21,6651.96,6651.96,6465.57,6483.43
02/25/21,6658.97,6702.88,6644.68,6651.96
02/24/21,6625.94,6669.86,6572.28,6658.97
02/23/21,6612.24,6675.42,6555.88,6625.94
02/22/21,6624.02,6624.71,6545.93,6612.24
02/19/21,6617.15,6646.16,6600.59,6624.02
02/18/21,6710.9,6721.76,6591.43,6617.15
02/17/21,6748.86,6760.29,6701.59,6710.9
02/16/21,6756.11,6799.92,6736.85,6748.86
02/15/21,6589.79,6775.37,6589.79,6756.11
2002-12-21,6528.72,6589.79,6485.13,6589.79
2002-11-21,6524.36,6554.15,6514.92,6528.72
2002-10-21,6531.56,6577,6481.02,6524.36
2002-09-21,6523.53,6540.97,6501.02,6531.56
2002-08-21,6489.33,6567.7,6489.33,6523.53
2002-05-21,6503.72,6518.65,6457.6,6489.33
2002-04-21,6507.82,6553.37,6478.15,6503.72
2002-03-21,6516.65,6573.1,6489.51,6507.82
2002-02-21,6466.42,6523.51,6466.42,6516.65
2002-01-21,6407.46,6495.56,6407.46,6466.42
01/29/21,6526.15,6526.15,6397.24,6407.46
01/28/21,6567.37,6567.37,6439.55,6526.15
01/27/21,6654.01,6661.31,6505.84,6567.37
01/26/21,6638.85,6702.35,6636.34,6654.01
01/25/21,6695.07,6714.61,6610.26,6638.85
01/22/21,6715.42,6715.66,6651.71,6695.07
01/21/21,6740.39,6776.92,6715.42,6715.42
01/20/21,6712.95,6751.81,6697.46,6740.39
01/19/21,6720.65,6770.66,6697.67,6712.95
01/18/21,6735.71,6741.47,6709.33,6720.65
01/15/21,6801.96,6802.05,6676.55,6735.71
01/14/21,6745.52,6801.96,6736.78,6801.96
01/13/21,6754.11,6772.57,6736.01,6745.52
2001-12-21,6798.48,6816.65,6738.21,6754.11
2001-11-21,6873.26,6873.26,6768.72,6798.48
2001-08-21,6856.96,6886.34,6836.08,6873.26
2001-07-21,6841.86,6903.61,6795.11,6856.96
2001-06-21,6612.25,6859.14,6611.87,6841.86
2001-05-21,6571.88,6622.77,6544.25,6612.25
2001-04-21,6460.52,6662.66,6460.52,6571.88
12/31/20,6555.82,6555.82,6439.41,6460.52
12/30/20,6602.65,6622.98,6552.46,6555.82
12/29/20,6502.11,6676.6,6502.11,6602.65
12/24/20,6495.75,6530.28,6479.59,6502.11
12/23/20,6453.16,6497.28,6431.21,6495.75
12/22/20,6416.32,6457.47,6382.61,6453.16
12/21/20,6529.18,6529.18,6315.34,6416.32
12/18/20,6551.06,6604.54,6518.25,6529.18
12/17/20,6570.91,6601.63,6551.06,6551.06
12/16/20,6513.32,6598.42,6513.32,6570.91
12/15/20,6531.83,6558.24,6484.04,6513.32
12/14/20,6546.75,6583.7,6524.7,6531.83
2012-11-20,6599.76,6607.44,6520.54,6546.75
2012-10-20,6564.29,6640.74,6561.11,6599.76
2012-09-20,6558.82,6623.03,6558.82,6564.29
2012-08-20,6555.39,6567.59,6518.37,6558.82
2012-07-20,6550.23,6601.11,6519.82,6555.39
2012-04-20,6490.27,6559.18,6489.75,6550.23
2012-03-20,6463.39,6491.49,6430.27,6490.27
2012-02-20,6384.73,6468.64,6367.51,6463.39
2012-01-20,6266.19,6400.24,6263.6,6384.73
11/30/20,6367.58,6404.02,6266.19,6266.19
11/27/20,6362.93,6375.91,6302.22,6367.58
11/26/20,6391.09,6412.65,6349.53,6362.93
11/25/20,6432.17,6468.73,6375.25,6391.09
11/24/20,6333.84,6432.42,6333.72,6432.17
11/23/20,6351.45,6392.08,6325.24,6333.84
11/20/20,6334.35,6386.7,6324.6,6351.45
11/19/20,6385.24,6385.24,6314.26,6334.35
11/18/20,6365.33,6395.91,6326.74,6385.24
11/17/20,6421.29,6424.53,6308.99,6365.33
11/16/20,6316.39,6463.51,6316.39,6421.29
11/13/20,6338.94,6338.97,6280.4,6316.39
2011-12-20,6382.1,6382.1,6295.79,6338.94
2011-11-20,6296.85,6397.28,6293.21,6382.1
2011-10-20,6186.29,6307,6180.47,6296.85
2011-09-20,5910.02,6258.31,5910.02,6186.29
2011-06-20,5906.18,5950.22,5858.48,5910.02
2011-05-20,5883.26,5933.05,5881.87,5906.18
2011-04-20,5786.77,5885.67,5711.21,5883.26
2011-03-20,5654.97,5787.61,5654.97,5786.77
2011-02-20,5577.27,5665.3,5554.73,5654.97
10/30/20,5581.75,5593.4,5534.08,5577.27
10/29/20,5582.8,5616.58,5534.66,5581.75
10/28/20,5728.99,5728.99,5525.52,5582.8
10/27/20,5792.01,5806.23,5728.18,5728.99
10/26/20,5860.28,5868.36,5782.37,5792.01
10/23/20,5785.65,5885.38,5781.78,5860.28
10/22/20,5776.5,5796.44,5716.4,5785.65
10/21/20,5889.22,5903.38,5769.62,5776.5
10/20/20,5884.65,5915.47,5861.81,5889.22
10/19/20,5919.58,5959.67,5871.95,5884.65
10/16/20,5832.52,5933.81,5832.52,5919.58
10/15/20,5935.06,5935.06,5786.2,5832.52
10/14/20,5969.71,6009.81,5926.49,5935.06
10/13/20,6001.38,6008.04,5949.97,5969.71
